STATISTIKKAAR	BOSTEDSFYLKE	ALDERSGRUPPE	YRKE_3	ANTALL
2016	01	ald15_24	000	122
2016	01	ald15_24	011	33
2016	01	ald15_24	021	38
2016	01	ald15_24	031	505
2016	01	ald15_24	111	8
2016	01	ald15_24	112	16
2016	01	ald15_24	122	8
2016	01	ald15_24	132	5
2016	01	ald15_24	141	6
2016	01	ald15_24	142	49
2016	01	ald15_24	214	13
2016	01	ald15_24	216	12
2016	01	ald15_24	222	227
2016	01	ald15_24	226	28
2016	01	ald15_24	231	48
2016	01	ald15_24	233	7
2016	01	ald15_24	234	221
2016	01	ald15_24	235	38
2016	01	ald15_24	241	9
2016	01	ald15_24	242	36
2016	01	ald15_24	243	28
2016	01	ald15_24	251	34
2016	01	ald15_24	261	8
2016	01	ald15_24	262	5
2016	01	ald15_24	263	32
2016	01	ald15_24	264	30
2016	01	ald15_24	265	19
2016	01	ald15_24	311	74
2016	01	ald15_24	312	4
2016	01	ald15_24	313	5
2016	01	ald15_24	314	10
2016	01	ald15_24	315	5
2016	01	ald15_24	321	31
2016	01	ald15_24	324	16
2016	01	ald15_24	325	69
2016	01	ald15_24	331	43
2016	01	ald15_24	332	175
2016	01	ald15_24	333	122
2016	01	ald15_24	334	19
2016	01	ald15_24	335	71
2016	01	ald15_24	341	33
2016	01	ald15_24	342	275
2016	01	ald15_24	343	17
2016	01	ald15_24	351	75
2016	01	ald15_24	352	7
2016	01	ald15_24	411	354
2016	01	ald15_24	421	5
2016	01	ald15_24	422	260
2016	01	ald15_24	431	41
2016	01	ald15_24	432	375
2016	01	ald15_24	441	41
2016	01	ald15_24	511	10
2016	01	ald15_24	512	163
2016	01	ald15_24	513	379
2016	01	ald15_24	514	165
2016	01	ald15_24	515	98
2016	01	ald15_24	516	20
2016	01	ald15_24	522	3551
2016	01	ald15_24	524	658
2016	01	ald15_24	531	749
2016	01	ald15_24	532	1730
2016	01	ald15_24	541	180
2016	01	ald15_24	611	55
2016	01	ald15_24	612	57
2016	01	ald15_24	613	60
2016	01	ald15_24	621	5
2016	01	ald15_24	711	488
2016	01	ald15_24	712	237
2016	01	ald15_24	713	62
2016	01	ald15_24	721	102
2016	01	ald15_24	722	48
2016	01	ald15_24	723	395
2016	01	ald15_24	732	20
2016	01	ald15_24	741	463
2016	01	ald15_24	742	70
2016	01	ald15_24	751	20
2016	01	ald15_24	752	11
2016	01	ald15_24	754	16
2016	01	ald15_24	811	25
2016	01	ald15_24	812	29
2016	01	ald15_24	813	126
2016	01	ald15_24	814	48
2016	01	ald15_24	815	30
2016	01	ald15_24	816	170
2016	01	ald15_24	817	110
2016	01	ald15_24	818	16
2016	01	ald15_24	821	25
2016	01	ald15_24	832	54
2016	01	ald15_24	833	79
2016	01	ald15_24	834	106
2016	01	ald15_24	835	16
2016	01	ald15_24	911	405
2016	01	ald15_24	912	32
2016	01	ald15_24	921	58
2016	01	ald15_24	931	300
2016	01	ald15_24	932	105
2016	01	ald15_24	933	95
2016	01	ald15_24	941	366
2016	01	ald15_24	961	42
2016	01	ald15_24	962	224
2016	01	ald25_54	000	313
2016	01	ald25_54	011	395
2016	01	ald25_54	021	6
2016	01	ald25_54	031	33
2016	01	ald25_54	111	90
2016	01	ald25_54	112	1224
2016	01	ald25_54	121	902
2016	01	ald25_54	122	678
2016	01	ald25_54	131	32
2016	01	ald25_54	132	1280
2016	01	ald25_54	133	147
2016	01	ald25_54	134	1247
2016	01	ald25_54	141	88
2016	01	ald25_54	142	1240
2016	01	ald25_54	143	92
2016	01	ald25_54	211	64
2016	01	ald25_54	212	17
2016	01	ald25_54	213	35
2016	01	ald25_54	214	1031
2016	01	ald25_54	215	161
2016	01	ald25_54	216	374
2016	01	ald25_54	221	513
2016	01	ald25_54	222	4095
2016	01	ald25_54	225	52
2016	01	ald25_54	226	436
2016	01	ald25_54	231	312
2016	01	ald25_54	232	28
2016	01	ald25_54	233	1064
2016	01	ald25_54	234	4645
2016	01	ald25_54	235	299
2016	01	ald25_54	241	791
2016	01	ald25_54	242	1984
2016	01	ald25_54	243	507
2016	01	ald25_54	251	1231
2016	01	ald25_54	252	106
2016	01	ald25_54	261	203
2016	01	ald25_54	262	93
2016	01	ald25_54	263	819
2016	01	ald25_54	264	275
2016	01	ald25_54	265	80
2016	01	ald25_54	311	2559
2016	01	ald25_54	312	490
2016	01	ald25_54	313	90
2016	01	ald25_54	314	118
2016	01	ald25_54	315	186
2016	01	ald25_54	321	443
2016	01	ald25_54	323	7
2016	01	ald25_54	324	66
2016	01	ald25_54	325	861
2016	01	ald25_54	331	1061
2016	01	ald25_54	332	2292
2016	01	ald25_54	333	680
2016	01	ald25_54	334	499
2016	01	ald25_54	335	1447
2016	01	ald25_54	341	646
2016	01	ald25_54	342	268
2016	01	ald25_54	343	187
2016	01	ald25_54	351	626
2016	01	ald25_54	352	36
2016	01	ald25_54	411	2291
2016	01	ald25_54	413	13
2016	01	ald25_54	421	71
2016	01	ald25_54	422	812
2016	01	ald25_54	431	727
2016	01	ald25_54	432	2457
2016	01	ald25_54	441	186
2016	01	ald25_54	511	174
2016	01	ald25_54	512	488
2016	01	ald25_54	513	402
2016	01	ald25_54	514	391
2016	01	ald25_54	515	721
2016	01	ald25_54	516	124
2016	01	ald25_54	521	13
2016	01	ald25_54	522	4416
2016	01	ald25_54	523	17
2016	01	ald25_54	524	707
2016	01	ald25_54	531	3622
2016	01	ald25_54	532	5654
2016	01	ald25_54	541	899
2016	01	ald25_54	611	204
2016	01	ald25_54	612	71
2016	01	ald25_54	613	91
2016	01	ald25_54	621	16
2016	01	ald25_54	622	6
2016	01	ald25_54	711	2237
2016	01	ald25_54	712	1189
2016	01	ald25_54	713	403
2016	01	ald25_54	721	742
2016	01	ald25_54	722	162
2016	01	ald25_54	723	1457
2016	01	ald25_54	731	69
2016	01	ald25_54	732	169
2016	01	ald25_54	741	1164
2016	01	ald25_54	742	117
2016	01	ald25_54	751	162
2016	01	ald25_54	752	84
2016	01	ald25_54	753	19
2016	01	ald25_54	754	94
2016	01	ald25_54	811	281
2016	01	ald25_54	812	255
2016	01	ald25_54	813	669
2016	01	ald25_54	814	277
2016	01	ald25_54	815	214
2016	01	ald25_54	816	1212
2016	01	ald25_54	817	317
2016	01	ald25_54	818	205
2016	01	ald25_54	821	508
2016	01	ald25_54	831	108
2016	01	ald25_54	832	396
2016	01	ald25_54	833	1435
2016	01	ald25_54	834	758
2016	01	ald25_54	835	39
2016	01	ald25_54	911	1868
2016	01	ald25_54	912	144
2016	01	ald25_54	921	70
2016	01	ald25_54	931	665
2016	01	ald25_54	932	252
2016	01	ald25_54	933	124
2016	01	ald25_54	941	473
2016	01	ald25_54	951	15
2016	01	ald25_54	961	286
2016	01	ald25_54	962	89
2016	01	ald55_66	000	168
2016	01	ald55_66	011	50
2016	01	ald55_66	031	4
2016	01	ald55_66	111	78
2016	01	ald55_66	112	570
2016	01	ald55_66	121	418
2016	01	ald55_66	122	198
2016	01	ald55_66	131	16
2016	01	ald55_66	132	511
2016	01	ald55_66	133	40
2016	01	ald55_66	134	589
2016	01	ald55_66	141	14
2016	01	ald55_66	142	285
2016	01	ald55_66	143	30
2016	01	ald55_66	211	5
2016	01	ald55_66	212	5
2016	01	ald55_66	213	5
2016	01	ald55_66	214	289
2016	01	ald55_66	215	47
2016	01	ald55_66	216	71
2016	01	ald55_66	221	151
2016	01	ald55_66	222	926
2016	01	ald55_66	225	6
2016	01	ald55_66	226	101
2016	01	ald55_66	231	159
2016	01	ald55_66	232	10
2016	01	ald55_66	233	426
2016	01	ald55_66	234	967
2016	01	ald55_66	235	93
2016	01	ald55_66	241	263
