STATISTIKKAAR	ARBEIDSFYLKE	ALDERSGRUPPE	YRKE_3	antall
2020	03	ald15_24	000	123
2020	03	ald15_24	011	26
2020	03	ald15_24	021	35
2020	03	ald15_24	031	755
2020	03	ald15_24	111	86
2020	03	ald15_24	112	51
2020	03	ald15_24	121	38
2020	03	ald15_24	122	50
2020	03	ald15_24	132	27
2020	03	ald15_24	133	5
2020	03	ald15_24	134	10
2020	03	ald15_24	141	26
2020	03	ald15_24	142	153
2020	03	ald15_24	143	5
2020	03	ald15_24	211	11
2020	03	ald15_24	212	36
2020	03	ald15_24	213	8
2020	03	ald15_24	214	92
2020	03	ald15_24	215	34
2020	03	ald15_24	216	138
2020	03	ald15_24	221	48
2020	03	ald15_24	222	960
2020	03	ald15_24	226	62
2020	03	ald15_24	231	640
2020	03	ald15_24	232	18
2020	03	ald15_24	233	27
2020	03	ald15_24	234	1095
2020	03	ald15_24	235	108
2020	03	ald15_24	241	247
2020	03	ald15_24	242	648
2020	03	ald15_24	243	363
2020	03	ald15_24	251	778
2020	03	ald15_24	252	18
2020	03	ald15_24	261	110
2020	03	ald15_24	262	18
2020	03	ald15_24	263	114
2020	03	ald15_24	264	316
2020	03	ald15_24	265	189
2020	03	ald15_24	311	261
2020	03	ald15_24	312	8
2020	03	ald15_24	313	4
2020	03	ald15_24	314	39
2020	03	ald15_24	321	219
2020	03	ald15_24	324	41
2020	03	ald15_24	325	165
2020	03	ald15_24	331	383
2020	03	ald15_24	332	1027
2020	03	ald15_24	333	347
2020	03	ald15_24	334	215
2020	03	ald15_24	335	181
2020	03	ald15_24	341	167
2020	03	ald15_24	342	1096
2020	03	ald15_24	343	140
2020	03	ald15_24	351	562
2020	03	ald15_24	352	149
2020	03	ald15_24	411	2021
2020	03	ald15_24	413	16
2020	03	ald15_24	421	171
2020	03	ald15_24	422	1013
2020	03	ald15_24	431	261
2020	03	ald15_24	432	1163
2020	03	ald15_24	441	106
2020	03	ald15_24	511	47
2020	03	ald15_24	512	495
2020	03	ald15_24	513	1928
2020	03	ald15_24	514	342
2020	03	ald15_24	515	210
2020	03	ald15_24	516	65
2020	03	ald15_24	521	46
2020	03	ald15_24	522	9381
2020	03	ald15_24	523	26
2020	03	ald15_24	524	1674
2020	03	ald15_24	531	4358
2020	03	ald15_24	532	3378
2020	03	ald15_24	541	737
2020	03	ald15_24	611	13
2020	03	ald15_24	612	6
2020	03	ald15_24	621	5
2020	03	ald15_24	622	4
2020	03	ald15_24	711	561
2020	03	ald15_24	712	319
2020	03	ald15_24	713	85
2020	03	ald15_24	721	88
2020	03	ald15_24	722	65
2020	03	ald15_24	723	429
2020	03	ald15_24	731	23
2020	03	ald15_24	732	47
2020	03	ald15_24	741	1302
2020	03	ald15_24	742	236
2020	03	ald15_24	751	71
2020	03	ald15_24	752	20
2020	03	ald15_24	753	14
2020	03	ald15_24	754	93
2020	03	ald15_24	811	15
2020	03	ald15_24	812	9
2020	03	ald15_24	813	24
2020	03	ald15_24	814	6
2020	03	ald15_24	815	22
2020	03	ald15_24	816	199
2020	03	ald15_24	818	12
2020	03	ald15_24	821	13
2020	03	ald15_24	831	37
2020	03	ald15_24	832	231
2020	03	ald15_24	833	115
2020	03	ald15_24	834	146
2020	03	ald15_24	835	23
2020	03	ald15_24	911	592
2020	03	ald15_24	912	64
2020	03	ald15_24	921	50
2020	03	ald15_24	931	271
2020	03	ald15_24	932	52
2020	03	ald15_24	933	234
2020	03	ald15_24	941	557
2020	03	ald15_24	961	18
2020	03	ald15_24	962	469
2020	03	ald25_54	000	1317
2020	03	ald25_54	011	962
2020	03	ald25_54	021	83
2020	03	ald25_54	031	133
2020	03	ald25_54	111	1293
2020	03	ald25_54	112	5386
2020	03	ald25_54	121	7378
2020	03	ald25_54	122	5734
2020	03	ald25_54	131	62
2020	03	ald25_54	132	3651
2020	03	ald25_54	133	1378
2020	03	ald25_54	134	5510
2020	03	ald25_54	141	764
2020	03	ald25_54	142	3649
2020	03	ald25_54	143	618
2020	03	ald25_54	211	977
2020	03	ald25_54	212	591
2020	03	ald25_54	213	392
2020	03	ald25_54	214	6971
2020	03	ald25_54	215	1707
2020	03	ald25_54	216	5651
2020	03	ald25_54	221	3512
