STATISTIKKAAR	ARBEIDSFYLKE	ALDERSGRUPPE	YRKE_1	antall
2020	03	ald15_24	0	939
2020	03	ald15_24	1	451
2020	03	ald15_24	2	6080
2020	03	ald15_24	3	5007
2020	03	ald15_24	4	4751
2020	03	ald15_24	5	22687
2020	03	ald15_24	6	29
2020	03	ald15_24	7	3353
2020	03	ald15_24	8	855
2020	03	ald15_24	9	2307
2020	03	ald25_54	0	2495
2020	03	ald25_54	1	35423
2020	03	ald25_54	2	133335
2020	03	ald25_54	3	61056
2020	03	ald25_54	4	23031
2020	03	ald25_54	5	44760
2020	03	ald25_54	6	238
2020	03	ald25_54	7	14717
2020	03	ald25_54	8	8358
2020	03	ald25_54	9	11938
2020	03	ald55_66	0	263
2020	03	ald55_66	1	12613
2020	03	ald55_66	2	26729
2020	03	ald55_66	3	14016
2020	03	ald55_66	4	5586
2020	03	ald55_66	5	7002
2020	03	ald55_66	6	60
2020	03	ald55_66	7	2962
2020	03	ald55_66	8	2230
2020	03	ald55_66	9	2133
2020	03	ald67_74	0	40
2020	03	ald67_74	1	1029
2020	03	ald67_74	2	2593
2020	03	ald67_74	3	940
2020	03	ald67_74	4	541
2020	03	ald67_74	5	702
2020	03	ald67_74	6	8
2020	03	ald67_74	7	192
2020	03	ald67_74	8	298
2020	03	ald67_74	9	191
2020	11	ald15_24	0	1075
2020	11	ald15_24	1	126
2020	11	ald15_24	2	1741
2020	11	ald15_24	3	1820
2020	11	ald15_24	4	1646
2020	11	ald15_24	5	13256
2020	11	ald15_24	6	1218
2020	11	ald15_24	7	4525
2020	11	ald15_24	8	2002
2020	11	ald15_24	9	2078
2020	11	ald25_54	0	663
2020	11	ald25_54	1	13190
2020	11	ald25_54	2	43137
2020	11	ald25_54	3	28152
2020	11	ald25_54	4	8716
2020	11	ald25_54	5	27411
2020	11	ald25_54	6	1296
2020	11	ald25_54	7	17365
2020	11	ald25_54	8	13075
2020	11	ald25_54	9	7388
2020	11	ald55_66	0	166
2020	11	ald55_66	1	5467
2020	11	ald55_66	2	10276
2020	11	ald55_66	3	7230
2020	11	ald55_66	4	2856
2020	11	ald55_66	5	7217
2020	11	ald55_66	6	316
2020	11	ald55_66	7	3322
2020	11	ald55_66	8	3169
2020	11	ald55_66	9	1785
2020	11	ald67_74	0	41
2020	11	ald67_74	1	457
2020	11	ald67_74	2	766
2020	11	ald67_74	3	461
2020	11	ald67_74	4	244
2020	11	ald67_74	5	794
2020	11	ald67_74	6	138
2020	11	ald67_74	7	228
2020	11	ald67_74	8	331
2020	11	ald67_74	9	167
2020	15	ald15_24	0	797
2020	15	ald15_24	1	63
2020	15	ald15_24	2	701
2020	15	ald15_24	3	756
2020	15	ald15_24	4	712
2020	15	ald15_24	5	6883
2020	15	ald15_24	6	466
2020	15	ald15_24	7	2351
2020	15	ald15_24	8	1230
2020	15	ald15_24	9	1359
2020	15	ald25_54	0	473
2020	15	ald25_54	1	6688
2020	15	ald25_54	2	18520
2020	15	ald25_54	3	12213
2020	15	ald25_54	4	4342
2020	15	ald25_54	5	14507
2020	15	ald25_54	6	750
2020	15	ald25_54	7	8174
2020	15	ald25_54	8	6954
2020	15	ald25_54	9	3677
2020	15	ald55_66	0	175
2020	15	ald55_66	1	3166
2020	15	ald55_66	2	4791
2020	15	ald55_66	3	3854
2020	15	ald55_66	4	1750
2020	15	ald55_66	5	5114
2020	15	ald55_66	6	162
