STATISTIKKAAR	BOSTEDSFYLKE	ALDERSGRUPPE	YRKE_4	ANTALL
2019	01	ald15_24	0000	112
2019	01	ald15_24	0110	10
2019	01	ald15_24	0210	17
2019	01	ald15_24	0310	533
2019	01	ald15_24	1111	6
2019	01	ald15_24	1120	17
2019	01	ald15_24	1221	9
2019	01	ald15_24	1323	4
2019	01	ald15_24	1420	33
2019	01	ald15_24	2142	9
2019	01	ald15_24	2161	4
2019	01	ald15_24	2166	15
2019	01	ald15_24	2223	216
2019	01	ald15_24	2224	63
2019	01	ald15_24	2264	8
2019	01	ald15_24	2267	6
2019	01	ald15_24	2310	86
2019	01	ald15_24	2330	9
2019	01	ald15_24	2341	168
2019	01	ald15_24	2342	76
2019	01	ald15_24	2354	9
2019	01	ald15_24	2355	17
2019	01	ald15_24	2359	7
2019	01	ald15_24	2413	7
2019	01	ald15_24	2421	11
2019	01	ald15_24	2422	28
2019	01	ald15_24	2423	11
2019	01	ald15_24	2431	30
2019	01	ald15_24	2511	8
2019	01	ald15_24	2512	11
2019	01	ald15_24	2519	25
2019	01	ald15_24	2611	4
2019	01	ald15_24	2635	24
2019	01	ald15_24	2642	20
2019	01	ald15_24	2643	8
2019	01	ald15_24	2652	6
2019	01	ald15_24	2654	8
2019	01	ald15_24	2655	5
2019	01	ald15_24	3112	21
2019	01	ald15_24	3113	5
2019	01	ald15_24	3114	17
2019	01	ald15_24	3115	9
2019	01	ald15_24	3119	24
2019	01	ald15_24	3123	4
2019	01	ald15_24	3141	6
2019	01	ald15_24	3211	8
2019	01	ald15_24	3212	24
2019	01	ald15_24	3213	4
2019	01	ald15_24	3240	13
2019	01	ald15_24	3254	7
2019	01	ald15_24	3256	26
2019	01	ald15_24	3258	46
2019	01	ald15_24	3312	25
2019	01	ald15_24	3313	13
2019	01	ald15_24	3321	14
2019	01	ald15_24	3322	119
2019	01	ald15_24	3323	26
2019	01	ald15_24	3331	17
2019	01	ald15_24	3332	4
2019	01	ald15_24	3333	94
2019	01	ald15_24	3334	14
2019	01	ald15_24	3343	7
2019	01	ald15_24	3351	6
2019	01	ald15_24	3353	14
2019	01	ald15_24	3355	12
2019	01	ald15_24	3359	5
2019	01	ald15_24	3412	31
2019	01	ald15_24	3413	10
2019	01	ald15_24	3421	66
2019	01	ald15_24	3422	143
2019	01	ald15_24	3423	116
2019	01	ald15_24	3431	6
2019	01	ald15_24	3439	7
2019	01	ald15_24	3511	57
2019	01	ald15_24	3512	31
2019	01	ald15_24	3521	6
2019	01	ald15_24	3522	9
2019	01	ald15_24	4110	332
2019	01	ald15_24	4214	9
2019	01	ald15_24	4221	5
2019	01	ald15_24	4222	37
2019	01	ald15_24	4223	6
2019	01	ald15_24	4224	76
2019	01	ald15_24	4226	130
2019	01	ald15_24	4227	7
2019	01	ald15_24	4229	7
2019	01	ald15_24	4311	34
2019	01	ald15_24	4321	326
2019	01	ald15_24	4322	15
2019	01	ald15_24	4323	29
2019	01	ald15_24	4411	7
2019	01	ald15_24	4412	19
2019	01	ald15_24	5111	11
2019	01	ald15_24	5112	7
2019	01	ald15_24	5113	9
2019	01	ald15_24	5120	231
2019	01	ald15_24	5131	424
2019	01	ald15_24	5132	102
2019	01	ald15_24	5141	119
2019	01	ald15_24	5142	17
2019	01	ald15_24	5151	4
2019	01	ald15_24	5153	95
2019	01	ald15_24	5164	15
2019	01	ald15_24	5169	7
2019	01	ald15_24	5222	11
2019	01	ald15_24	5223	3266
2019	01	ald15_24	5230	10
2019	01	ald15_24	5242	4
2019	01	ald15_24	5244	101
2019	01	ald15_24	5245	30
2019	01	ald15_24	5246	356
2019	01	ald15_24	5249	22
2019	01	ald15_24	5311	750
2019	01	ald15_24	5312	116
2019	01	ald15_24	5321	661
2019	01	ald15_24	5322	107
2019	01	ald15_24	5329	1101
2019	01	ald15_24	5411	6
2019	01	ald15_24	5413	44
2019	01	ald15_24	5414	80
2019	01	ald15_24	5419	31
2019	01	ald15_24	6111	9
2019	01	ald15_24	6113	51
2019	01	ald15_24	6121	57
2019	01	ald15_24	6122	5
2019	01	ald15_24	6130	66
2019	01	ald15_24	6210	5
2019	01	ald15_24	7112	30
2019	01	ald15_24	7114	52
2019	01	ald15_24	7115	406
2019	01	ald15_24	7119	13
2019	01	ald15_24	7121	7
2019	01	ald15_24	7122	6
2019	01	ald15_24	7124	4
2019	01	ald15_24	7125	6
2019	01	ald15_24	7126	210
2019	01	ald15_24	7127	31
2019	01	ald15_24	7131	23
2019	01	ald15_24	7132	16
2019	01	ald15_24	7133	9
2019	01	ald15_24	7211	14
2019	01	ald15_24	7212	26
2019	01	ald15_24	7213	41
2019	01	ald15_24	7214	42
2019	01	ald15_24	7215	6
2019	01	ald15_24	7222	20
2019	01	ald15_24	7223	27
2019	01	ald15_24	7231	271
2019	01	ald15_24	7232	6
2019	01	ald15_24	7233	192
2019	01	ald15_24	7322	11
2019	01	ald15_24	7323	7
2019	01	ald15_24	7411	445
2019	01	ald15_24	7412	32
2019	01	ald15_24	7413	68
2019	01	ald15_24	7421	8
2019	01	ald15_24	7422	83
2019	01	ald15_24	7512	16
2019	01	ald15_24	7522	8
2019	01	ald15_24	7541	8
2019	01	ald15_24	7542	4
2019	01	ald15_24	7549	8
2019	01	ald15_24	8111	4
2019	01	ald15_24	8113	7
2019	01	ald15_24	8114	15
2019	01	ald15_24	8121	24
2019	01	ald15_24	8131	104
2019	01	ald15_24	8142	24
2019	01	ald15_24	8143	31
2019	01	ald15_24	8157	26
2019	01	ald15_24	8160	218
2019	01	ald15_24	8171	84
2019	01	ald15_24	8172	6
2019	01	ald15_24	8181	21
2019	01	ald15_24	8211	11
2019	01	ald15_24	8212	19
2019	01	ald15_24	8322	53
2019	01	ald15_24	8331	6
2019	01	ald15_24	8332	74
2019	01	ald15_24	8342	100
2019	01	ald15_24	8343	5
2019	01	ald15_24	8350	13
2019	01	ald15_24	9112	343
2019	01	ald15_24	9122	34
2019	01	ald15_24	9212	40
2019	01	ald15_24	9213	12
2019	01	ald15_24	9214	30
2019	01	ald15_24	9312	229
2019	01	ald15_24	9313	114
2019	01	ald15_24	9321	12
2019	01	ald15_24	9329	98
2019	01	ald15_24	9333	86
2019	01	ald15_24	9334	29
2019	01	ald15_24	9412	442
2019	01	ald15_24	9611	32
2019	01	ald15_24	9612	5
2019	01	ald15_24	9621	97
2019	01	ald15_24	9622	73
2019	01	ald15_24	9629	21
2019	01	ald25_54	0000	235
2019	01	ald25_54	0110	375
2019	01	ald25_54	0210	11
2019	01	ald25_54	0310	56
2019	01	ald25_54	1111	26
2019	01	ald25_54	1112	8
2019	01	ald25_54	1114	52
2019	01	ald25_54	1120	1167
2019	01	ald25_54	1211	229
2019	01	ald25_54	1212	56
2019	01	ald25_54	1213	77
2019	01	ald25_54	1219	559
2019	01	ald25_54	1221	539
2019	01	ald25_54	1222	44
2019	01	ald25_54	1223	65
2019	01	ald25_54	1311	24
2019	01	ald25_54	1321	403
2019	01	ald25_54	1322	35
2019	01	ald25_54	1323	516
2019	01	ald25_54	1324	298
2019	01	ald25_54	1330	135
2019	01	ald25_54	1341	156
2019	01	ald25_54	1342	350
2019	01	ald25_54	1343	44
2019	01	ald25_54	1344	52
2019	01	ald25_54	1345	397
2019	01	ald25_54	1346	85
2019	01	ald25_54	1349	152
2019	01	ald25_54	1411	8
2019	01	ald25_54	1412	68
2019	01	ald25_54	1420	1284
2019	01	ald25_54	1431	60
2019	01	ald25_54	1439	24
2019	01	ald25_54	2111	6
2019	01	ald25_54	2113	36
2019	01	ald25_54	2114	16
2019	01	ald25_54	2120	8
2019	01	ald25_54	2131	18
2019	01	ald25_54	2132	9
2019	01	ald25_54	2133	5
2019	01	ald25_54	2141	22
2019	01	ald25_54	2142	854
2019	01	ald25_54	2143	6
2019	01	ald25_54	2144	67
2019	01	ald25_54	2145	34
2019	01	ald25_54	2146	48
2019	01	ald25_54	2149	140
2019	01	ald25_54	2151	76
2019	01	ald25_54	2152	86
2019	01	ald25_54	2153	5
2019	01	ald25_54	2161	119
2019	01	ald25_54	2162	26
2019	01	ald25_54	2163	27
2019	01	ald25_54	2164	54
2019	01	ald25_54	2165	28
2019	01	ald25_54	2166	158
2019	01	ald25_54	2211	191
2019	01	ald25_54	2212	412
2019	01	ald25_54	2221	868
2019	01	ald25_54	2222	72
2019	01	ald25_54	2223	2341
2019	01	ald25_54	2224	1064
2019	01	ald25_54	2250	54
2019	01	ald25_54	2261	72
2019	01	ald25_54	2262	56
2019	01	ald25_54	2264	206
2019	01	ald25_54	2265	24
2019	01	ald25_54	2266	20
2019	01	ald25_54	2267	92
2019	01	ald25_54	2269	9
2019	01	ald25_54	2310	369
2019	01	ald25_54	2320	25
2019	01	ald25_54	2330	1104
2019	01	ald25_54	2341	3359
2019	01	ald25_54	2342	1667
2019	01	ald25_54	2351	31
2019	01	ald25_54	2352	90
2019	01	ald25_54	2354	71
2019	01	ald25_54	2359	98
2019	01	ald25_54	2411	421
2019	01	ald25_54	2412	122
2019	01	ald25_54	2413	266
2019	01	ald25_54	2421	226
2019	01	ald25_54	2422	1745
