STATISTIKKAAR	ARBEIDSFYLKE	ALDERSGRUPPE	YRKE_3	antall
2017	01	ald15_24	000	114
2017	01	ald15_24	011	16
2017	01	ald15_24	021	32
2017	01	ald15_24	031	527
2017	01	ald15_24	112	13
2017	01	ald15_24	121	4
2017	01	ald15_24	122	5
2017	01	ald15_24	132	4
2017	01	ald15_24	141	7
2017	01	ald15_24	142	53
2017	01	ald15_24	214	11
2017	01	ald15_24	216	14
2017	01	ald15_24	222	252
2017	01	ald15_24	226	16
2017	01	ald15_24	231	12
2017	01	ald15_24	233	8
2017	01	ald15_24	234	186
2017	01	ald15_24	235	29
2017	01	ald15_24	241	4
2017	01	ald15_24	242	7
2017	01	ald15_24	243	15
2017	01	ald15_24	251	16
2017	01	ald15_24	263	37
2017	01	ald15_24	264	19
2017	01	ald15_24	265	10
2017	01	ald15_24	311	69
2017	01	ald15_24	312	4
2017	01	ald15_24	314	10
2017	01	ald15_24	321	36
2017	01	ald15_24	324	12
2017	01	ald15_24	325	69
2017	01	ald15_24	331	26
2017	01	ald15_24	332	104
2017	01	ald15_24	333	84
2017	01	ald15_24	334	12
2017	01	ald15_24	335	54
2017	01	ald15_24	341	30
2017	01	ald15_24	342	286
2017	01	ald15_24	343	11
2017	01	ald15_24	351	65
2017	01	ald15_24	411	280
2017	01	ald15_24	421	5
2017	01	ald15_24	422	183
2017	01	ald15_24	431	35
2017	01	ald15_24	432	263
2017	01	ald15_24	441	22
2017	01	ald15_24	511	5
2017	01	ald15_24	512	158
2017	01	ald15_24	513	356
2017	01	ald15_24	514	131
2017	01	ald15_24	515	91
2017	01	ald15_24	516	16
2017	01	ald15_24	522	2995
2017	01	ald15_24	523	7
2017	01	ald15_24	524	513
2017	01	ald15_24	531	694
2017	01	ald15_24	532	1641
2017	01	ald15_24	541	117
2017	01	ald15_24	611	54
2017	01	ald15_24	612	49
2017	01	ald15_24	613	72
2017	01	ald15_24	621	4
2017	01	ald15_24	711	467
2017	01	ald15_24	712	228
2017	01	ald15_24	713	53
2017	01	ald15_24	721	106
2017	01	ald15_24	722	51
2017	01	ald15_24	723	408
2017	01	ald15_24	731	5
2017	01	ald15_24	732	12
2017	01	ald15_24	741	454
2017	01	ald15_24	742	69
2017	01	ald15_24	751	19
2017	01	ald15_24	752	8
2017	01	ald15_24	754	11
2017	01	ald15_24	811	27
2017	01	ald15_24	812	26
2017	01	ald15_24	813	126
2017	01	ald15_24	814	54
2017	01	ald15_24	815	43
2017	01	ald15_24	816	195
2017	01	ald15_24	817	101
2017	01	ald15_24	818	21
2017	01	ald15_24	821	43
2017	01	ald15_24	832	44
2017	01	ald15_24	833	54
2017	01	ald15_24	834	100
2017	01	ald15_24	835	17
2017	01	ald15_24	911	354
2017	01	ald15_24	912	28
2017	01	ald15_24	921	71
2017	01	ald15_24	931	284
2017	01	ald15_24	932	95
2017	01	ald15_24	933	116
2017	01	ald15_24	941	365
2017	01	ald15_24	961	41
2017	01	ald15_24	962	83
2017	01	ald25_54	000	278
2017	01	ald25_54	011	387
2017	01	ald25_54	021	14
2017	01	ald25_54	031	42
2017	01	ald25_54	111	61
2017	01	ald25_54	112	1075
2017	01	ald25_54	121	715
2017	01	ald25_54	122	484
2017	01	ald25_54	131	26
2017	01	ald25_54	132	1045
2017	01	ald25_54	133	117
2017	01	ald25_54	134	1131
2017	01	ald25_54	141	74
2017	01	ald25_54	142	1168
2017	01	ald25_54	143	77
2017	01	ald25_54	211	67
2017	01	ald25_54	212	4
2017	01	ald25_54	213	12
2017	01	ald25_54	214	901
2017	01	ald25_54	215	100
2017	01	ald25_54	216	352
2017	01	ald25_54	221	685
2017	01	ald25_54	222	3981
2017	01	ald25_54	225	58
2017	01	ald25_54	226	441
2017	01	ald25_54	231	219
2017	01	ald25_54	232	27
2017	01	ald25_54	233	1038
2017	01	ald25_54	234	4484
2017	01	ald25_54	235	249
2017	01	ald25_54	241	594
2017	01	ald25_54	242	1573
2017	01	ald25_54	243	294
2017	01	ald25_54	251	731
2017	01	ald25_54	252	56
2017	01	ald25_54	261	198
2017	01	ald25_54	262	85
2017	01	ald25_54	263	912
2017	01	ald25_54	264	206
2017	01	ald25_54	265	80
2017	01	ald25_54	311	2043
2017	01	ald25_54	312	393
2017	01	ald25_54	313	80
2017	01	ald25_54	314	107
2017	01	ald25_54	315	101
2017	01	ald25_54	321	417
2017	01	ald25_54	323	8
2017	01	ald25_54	324	59
2017	01	ald25_54	325	816
2017	01	ald25_54	331	776
2017	01	ald25_54	332	1770
2017	01	ald25_54	333	515
2017	01	ald25_54	334	381
2017	01	ald25_54	335	1369
2017	01	ald25_54	341	594
2017	01	ald25_54	342	258
2017	01	ald25_54	343	139
2017	01	ald25_54	351	422
2017	01	ald25_54	352	19
2017	01	ald25_54	411	1892
2017	01	ald25_54	413	8
2017	01	ald25_54	421	47
2017	01	ald25_54	422	660
2017	01	ald25_54	431	631
2017	01	ald25_54	432	1423
2017	01	ald25_54	441	157
2017	01	ald25_54	511	57
2017	01	ald25_54	512	441
2017	01	ald25_54	513	398
2017	01	ald25_54	514	346
2017	01	ald25_54	515	589
2017	01	ald25_54	516	116
2017	01	ald25_54	521	17
2017	01	ald25_54	522	4003
2017	01	ald25_54	523	17
2017	01	ald25_54	524	644
2017	01	ald25_54	531	3380
2017	01	ald25_54	532	5491
2017	01	ald25_54	541	759
2017	01	ald25_54	611	190
2017	01	ald25_54	612	68
2017	01	ald25_54	613	91
2017	01	ald25_54	621	17
2017	01	ald25_54	711	2175
2017	01	ald25_54	712	1123
2017	01	ald25_54	713	390
2017	01	ald25_54	721	689
2017	01	ald25_54	722	130
2017	01	ald25_54	723	1354
2017	01	ald25_54	731	54
2017	01	ald25_54	732	132
2017	01	ald25_54	741	1028
2017	01	ald25_54	742	82
2017	01	ald25_54	751	115
2017	01	ald25_54	752	94
2017	01	ald25_54	753	16
2017	01	ald25_54	754	47
2017	01	ald25_54	811	220
2017	01	ald25_54	812	207
2017	01	ald25_54	813	658
2017	01	ald25_54	814	273
2017	01	ald25_54	815	213
2017	01	ald25_54	816	1215
2017	01	ald25_54	817	293
2017	01	ald25_54	818	187
2017	01	ald25_54	821	488
2017	01	ald25_54	831	33
2017	01	ald25_54	832	346
2017	01	ald25_54	833	1216
2017	01	ald25_54	834	799
2017	01	ald25_54	835	39
2017	01	ald25_54	911	1744
2017	01	ald25_54	912	117
2017	01	ald25_54	921	70
2017	01	ald25_54	931	628
2017	01	ald25_54	932	260
2017	01	ald25_54	933	105
2017	01	ald25_54	941	394
2017	01	ald25_54	951	10
2017	01	ald25_54	961	307
2017	01	ald25_54	962	166
2017	01	ald55_66	000	141
